benchmark,max_loop_latency_ms,max_tick_latency_ms,mean_completed_steps,mean_final_coupling_scale,mean_final_r_live,mean_loop_latency_ms,mean_per_run_p95_tick_latency_ms,mean_per_run_p99_tick_latency_ms,mean_tick_latency_ms,measurement_shots,median_loop_latency_ms,n_qubits,p95_loop_latency_ms,p95_tick_latency_ms,p99_loop_latency_ms,p99_tick_latency_ms,qpu_seconds,repeats_requested,repeats_successful,rust_feedback_policy_available,sla_breaches
s1_realtime_control_e2e,44.506784,8.885774994269013,8.0,1.0692846259406754,0.601509238328965,36.362946,6.481413370541607,6.752158808133875,4.524271270687071,32,35.8892205,2,42.95134715,7.164924740209244,44.19569663000001,8.813148434273899,0.0,12,12,True,0
s1_realtime_control_e2e,49.671037,11.742847040295601,8.0,1.0831417621589994,0.5795992487965194,39.67671018181818,6.874600468224592,7.213131008267571,4.9410867947947485,64,40.194059,3,48.6302045,7.918765160138719,49.4628705,8.858728287741528,0.0,12,11,True,1
s1_realtime_control_e2e,51.53834,12.095661018975079,8.0,1.0833466232780586,0.5810889612032357,46.3378171,7.764792071830015,8.138148021360394,5.77429729164578,64,45.358889000000005,4,50.79474739999999,8.134090647217818,51.38962148,11.172245013876811,0.0,10,10,True,0
