family,label,n_observables,mean_signed_deviation,mean_absolute_deviation,max_absolute_deviation,mean_stderr
dla_parity,dla_even_shallow,9,-0.12047360846562093,0.14839562320369887,0.3141803324796161,0.007441564594458925
dla_parity,dla_even_signal,9,0.06109542340592527,0.06345759983103087,0.16044329735587154,0.01217770193447167
dla_parity,dla_odd_shallow,9,0.09841583668401511,0.2197078666908347,0.5154732409982136,0.013692859193081918
dla_parity,dla_odd_signal,9,0.1534965941086682,0.17602625517924403,0.5560906424788263,0.010093060850340566
fim_pair,fim_lambda0_reference,9,0.030496041922057876,0.05220456402155924,0.08814770712367215,0.009829283485212939
fim_pair,fim_lambda4_feedback,9,0.09610657432946541,0.11956588335279994,0.27415458282391614,0.016105457757533474
