family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation,readout_mitigation_delta,z_score_vs_exact,readout_mitigated_z_score_vs_exact,half_chain_purity_reference,parity_survival_reference
dla_parity,dla_even_shallow,0011,6,,XX_q2q3,IIXX,IIXX,3,-0.4560546875,0.008807128423482215,-0.4683060620782372,0.008991170667489362,-0.14187435502038392,-0.3141803324796161,0.3141803324796161,-0.3264317070578533,0.3264317070578533,-0.012251374578237217,-35.67341332754105,-36.305807011113494,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,YY_q2q3,IIYY,IIYY,3,-0.4475911458333333,0.004306235857852524,-0.4596651950637872,0.004418010643260292,-0.14187435502038392,-0.3057167908129494,0.3057167908129494,-0.3177908400434033,0.3177908400434033,-0.01207404923045391,-70.99397267232067,-71.93075474550872,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,ZZ_q2q3,IIZZ,IIZZ,3,-0.4733072916666667,0.01058318242643806,-0.4860152436049863,0.010801963750104088,-0.4809184553268266,0.007611163660159903,0.007611163660159903,-0.005096788278159736,0.005096788278159736,-0.01270795193831964,0.7191753249142057,-0.47183904668358323,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,XX_q1q2,IXXI,IXXI,3,-0.13606770833333334,0.007920263711325808,-0.13869336983240044,0.008045568151755954,-0.11866797134598192,-0.017399736987351422,0.017399736987351422,-0.020025398486418516,0.020025398486418516,-0.0026256614990670946,-2.196863339596909,-2.488997434202077,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,YY_q1q2,IYYI,IYYI,3,-0.17220052083333334,0.00479522130945841,-0.17561115814380943,0.004853330722781767,-0.11866797134598198,-0.053532549487351366,0.053532549487351366,-0.05694318679782745,0.05694318679782745,-0.0034106373104760834,-11.163728644131657,-11.732805788514144,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,ZZ_q1q2,IZZI,IZZI,3,-0.3079427083333333,0.0174723136722912,-0.3136856887406827,0.017815203856435934,-0.39428090566769763,0.08633819733436432,0.08633819733436432,0.08059521692701493,0.08059521692701493,-0.005742980407349385,4.941428991816085,4.523957041215616,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,XX_q0q1,XXII,XXII,3,-0.4534505208333333,0.0008612471715705049,-0.4643634473734348,0.0008934607440925329,-0.19228185029433123,-0.26116867053900206,0.26116867053900206,-0.2720815970791036,0.2720815970791036,-0.010912926540101509,-303.2447352631124,-304.5255193113722,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,YY_q0q1,YYII,YYII,3,-0.4501953125,0.01019561182510796,-0.4610498066243775,0.010500446549271151,-0.19228185029433123,-0.2579134622056688,0.2579134622056688,-0.26876795633004624,0.26876795633004624,-0.0108544941243775,-25.296516445489313,-25.5958596683397,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_shallow,0011,6,,ZZ_q0q1,ZZII,ZZII,3,-0.44921875,0.002032876952603645,-0.46007553147713887,0.0021006889515297177,-0.4809184553268266,0.03169970532682659,0.03169970532682659,0.020842923849687722,0.020842923849687722,-0.010856781477138866,15.593518971340886,9.921946718722895,0.6011084911996126,1.0000000000000038
dla_parity,dla_even_signal,0011,10,,XX_q2q3,IIXX,IIXX,3,-0.3232421875,0.011568590914008374,-0.32882689091413086,0.011797479078669912,-0.3126123935870248,-0.010629793912975194,0.010629793912975194,-0.01621449732710606,0.01621449732710606,-0.005584703414130865,-0.9188494944620789,-1.3744035669808652,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,YY_q2q3,IIYY,IIYY,3,-0.2939453125,0.010563138502335905,-0.2988309570961458,0.010841261373994385,-0.31261239358702475,0.01866708108702475,0.01866708108702475,0.013781436490878929,0.013781436490878929,-0.004885644596145822,1.7671907911551819,1.2712023089801456,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,ZZ_q2q3,IIZZ,IIZZ,3,-0.3297526041666667,0.017160228324345314,-0.3354103570466431,0.017508568652805322,-0.4078062332359939,0.07805362906932722,0.07805362906932722,0.07239587618935078,0.07239587618935078,-0.005657752879976441,4.548519261750853,4.134882618046056,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,XX_q1q2,IXXI,IXXI,3,-0.3365885416666667,0.006184895833333334,-0.34339408583092756,0.006278032958360684,-0.40326939964164343,0.06668085797497675,0.06668085797497675,0.05987531381071587,0.05987531381071587,-0.006805544164260879,10.781241878901502,9.53727293371051,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,YY_q1q2,IYYI,IYYI,3,-0.3961588541666667,0.019824726534616033,-0.4042101883497447,0.02017176445956396,-0.40326939964164343,0.007110545474976748,0.007110545474976748,-0.00094078870810127,0.00094078870810127,-0.008051334183078018,0.35867054521841685,-0.046638890216429106,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,ZZ_q1q2,IZZI,IZZI,3,-0.4153645833333333,0.013640837786300108,-0.423207444556514,0.0140214672674404,-0.5758078806892049,0.16044329735587154,0.16044329735587154,0.15260043613269086,0.15260043613269086,-0.007842861223180675,11.76198264867642,10.883342892868862,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,XX_q0q1,XXII,XXII,3,-0.3092447916666667,0.0011736820558151007,-0.31725369115344426,0.0011745846548049238,-0.3542228551840659,0.04497806351739919,0.04497806351739919,0.036969164030621615,0.036969164030621615,-0.008008899486777576,38.32218725211978,31.474244005649375,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,YY_q0q1,YYII,YYII,3,-0.3079427083333333,0.01783248167291971,-0.3158315527707889,0.01821764554831351,-0.3542228551840658,0.046280146850732506,0.046280146850732506,0.03839130241327693,0.03839130241327693,-0.007888844437455578,2.5952723630728993,2.107369051146732,0.5528498324338822,1.0000000000000053
dla_parity,dla_even_signal,0011,10,,ZZ_q0q1,ZZII,ZZII,3,-0.26953125,0.011650735786571147,-0.2765356730859079,0.011925205695290885,-0.4078062332359939,0.1382749832359939,0.1382749832359939,0.13127056015008604,0.13127056015008604,-0.007004423085907874,11.868347696578288,11.007823554936511,0.5528498324338822,1.0000000000000053
dla_parity,dla_odd_shallow,0001,6,,XX_q2q3,IIXX,IIXX,3,0.4788411458333333,0.017912521474215633,0.4860263015506804,0.01831298987154477,-0.02654094933154684,0.5053820951648802,0.5053820951648802,0.5125672508822272,0.5125672508822272,0.007185155717347069,28.213900309476685,27.989271794370858,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,YY_q2q3,IIYY,IIYY,3,0.4889322916666667,0.020917088315647585,0.49630179432063926,0.0213787585927002,-0.02654094933154684,0.5154732409982136,0.5154732409982136,0.5228427436521861,0.5228427436521861,0.0073695026539725705,24.643642232585503,24.456178846170765,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,ZZ_q2q3,IIZZ,IIZZ,3,0.4807942708333333,0.01822044527233923,0.4879835105376467,0.01860655366216581,0.559325287878212,-0.07853101704487869,0.07853101704487869,-0.0713417773405653,0.0713417773405653,0.007189239704313399,-4.310049280963401,-3.8342284463796337,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,XX_q1q2,IXXI,IXXI,3,-0.12272135416666667,0.010416666666666666,-0.12519487282973515,0.01061259428572076,-0.15559110751882854,0.03286975335216187,0.03286975335216187,0.030396234689093388,0.030396234689093388,-0.002473518663068483,3.1554963218075396,2.86416627930378,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,YY_q1q2,IYYI,IYYI,3,-0.11881510416666667,0.005703585764301833,-0.12154813420195931,0.005852178425876735,-0.1555911075188285,0.036776003352161815,0.036776003352161815,0.034042973316869174,0.034042973316869174,-0.002733030035292641,6.447874174583137,5.817145486600415,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,ZZ_q1q2,IZZI,IZZI,3,-0.4059244791666667,0.014177917799728233,-0.4143777354474486,0.014414019978819805,-0.5688396594411947,0.16291518027452806,0.16291518027452806,0.15446192399374614,0.15446192399374614,-0.008453256280781918,11.490769136611222,10.716089211803162,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,XX_q0q1,XXII,XXII,3,-0.4485677083333333,0.01188485433823482,-0.46013153389992767,0.012166703282811052,-0.20939229517376193,-0.2391754131595714,0.2391754131595714,-0.25073923872616577,0.25073923872616577,-0.011563825566594355,-20.124387422243707,-20.608642530175505,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,YY_q0q1,YYII,YYII,3,-0.4375,0.011840191067365374,-0.4487969327386818,0.01212277902047513,-0.20939229517376193,-0.22810770482623807,0.22810770482623807,-0.2394046375649199,0.2394046375649199,-0.01129693273868182,-19.26554255150171,-19.74832974853128,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_shallow,0001,6,,ZZ_q0q1,ZZII,ZZII,3,-0.3811848958333333,0.012162462039237895,-0.39108547541200267,0.012446213600662599,-0.559325287878212,0.1781403920448787,0.1781403920448787,0.16823981246620934,0.16823981246620934,-0.009900579578669355,14.64673776330578,13.517348959626785,0.6564223888300256,1.000000000000003
dla_parity,dla_odd_signal,0001,10,,XX_q2q3,IIXX,IIXX,3,-0.3723958333333333,0.010122598831683734,-0.3824392109580842,0.010360581161144328,-0.37669139662373585,0.004295563290402538,0.004295563290402538,-0.0057478143343483445,0.0057478143343483445,-0.010043377624750882,0.4243538010177213,-0.5547772122962161,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,YY_q2q3,IIYY,IIYY,3,-0.3828125,0.000563818622255494,-0.39301166340377125,0.0006112174603040295,-0.37669139662373585,-0.006121103376264148,0.006121103376264148,-0.016320266780035397,0.016320266780035397,-0.01019916340377125,-10.856511535176598,-26.70124438512838,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,ZZ_q2q3,IIZZ,IIZZ,3,-0.3597005208333333,0.009722125340539114,-0.369355284387069,0.009873351533740863,-0.5278795589413271,0.16817903810799378,0.16817903810799378,0.1585242745542581,0.1585242745542581,-0.009654763553735679,17.29858772821251,16.055771336867984,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,XX_q1q2,IXXI,IXXI,3,-0.2545572916666667,0.0026645028554272304,-0.25913437406283046,0.0026997095882802784,-0.32827991175757426,0.07372262009090758,0.07372262009090758,0.0691455376947438,0.0691455376947438,-0.0045770823961637785,27.66843350936728,25.612213252459377,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,YY_q1q2,IYYI,IYYI,3,-0.2737630208333333,0.016556822885455104,-0.27878579637999346,0.016907402124730395,-0.32827991175757426,0.054516890924240946,0.054516890924240946,0.049494115377580805,0.049494115377580805,-0.005022775546660141,3.292714508176151,2.9273637080640524,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,ZZ_q1q2,IZZI,IZZI,3,-0.2955729166666667,0.019792630356198257,-0.30339074265450255,0.020166417501172137,-0.36748346609107424,0.07191054942440755,0.07191054942440755,0.06409272343657169,0.06409272343657169,-0.007817825987835869,3.6331982222811563,3.1781908429123025,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,XX_q0q1,XXII,XXII,3,0.431640625,0.0014917238590351043,0.4403840368349164,0.00151866199233371,-0.12445001747882631,0.5560906424788263,0.5560906424788263,0.5648340543137427,0.5648340543137427,0.008743411834916393,372.7839030734039,371.9287485727939,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,YY_q0q1,YYII,YYII,3,0.4296875,0.009618025197066508,0.43840222046313704,0.009832934434214987,-0.12445001747882625,0.5541375174788262,0.5541375174788262,0.5628522379419633,0.5628522379419633,0.008714720463137038,57.6144797008681,57.24153269887013,0.6393284143740503,1.0000000000000053
dla_parity,dla_odd_signal,0001,10,,ZZ_q0q1,ZZII,ZZII,3,0.4326171875,0.02030529970540455,0.4414011165979489,0.02079140059685986,0.5278795589413271,-0.0952623714413271,0.0952623714413271,-0.0864784423433782,0.0864784423433782,0.008783929097948895,-4.69150285016338,-4.15933702688789,0.6393284143740503,1.0000000000000053
fim_pair,fim_lambda0_reference,0011,4,0.0,XX_q2q3,IIXX,IIXX,3,0.021484375,0.014230138668225518,0.018549636186138044,0.01454446374079216,-0.03419429860362761,0.05567867360362761,0.05567867360362761,0.052743934789765655,0.052743934789765655,-0.0029347388138619562,3.9127288146497503,3.626392538752547,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,YY_q2q3,IIYY,IIYY,3,0.039713541666666664,0.017261814561930797,0.03719455150570353,0.017658236647841538,-0.03419429860362761,0.07390784027029428,0.07390784027029428,0.07138885010933113,0.07138885010933113,-0.0025189901609631374,4.281580016117808,4.0428074180361255,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,ZZ_q2q3,IIZZ,IIZZ,3,0.030598958333333332,0.0190144295136852,0.0278785335926169,0.019436397442014766,0.05831729946916957,-0.027718341135836235,0.027718341135836235,-0.030438765876552667,0.030438765876552667,-0.0027204247407164317,-1.457752972072425,-1.5660703567809633,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,XX_q1q2,IXXI,IXXI,3,-0.08170572916666667,0.010717498459084849,-0.08321787208941608,0.010930301824953052,-0.0983733328239163,0.016667603657249633,0.016667603657249633,0.01515546073450022,0.01515546073450022,-0.0015121429227494126,1.5551766786699268,1.386554642059513,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,YY_q1q2,IYYI,IYYI,3,-0.10188802083333333,0.0032552083333333335,-0.10393537265474066,0.0032978339250572756,-0.0983733328239163,-0.0035146880094170246,0.0035146880094170246,-0.0055620398308243585,0.0055620398308243585,-0.002047351821407334,-1.07971215649291,-1.6865736593232963,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,ZZ_q1q2,IZZI,IZZI,3,-0.6565755208333334,0.003105270837945787,-0.6689297972264739,0.0031652702208698896,-0.7447232279570055,0.08814770712367215,0.08814770712367215,0.07579343073053157,0.07579343073053157,-0.012354276393140573,28.3864795452058,23.9453270784893,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,XX_q0q1,XXII,XXII,3,0.0016276041666666667,0.013453110885268115,0.0028871085370860924,0.013801924448872887,-0.05618013854571666,0.05780774271238332,0.05780774271238332,0.05906724708280275,0.05906724708280275,0.0012595043704194257,4.296979576351068,4.27963848821288,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,YY_q0q1,YYII,YYII,3,0.023763020833333332,0.005703585764301833,0.025639706878675398,0.005858172424189026,-0.05618013854571671,0.07994315937905004,0.07994315937905004,0.08181984542439211,0.08181984542439211,0.0018766860453420658,14.016298287194381,13.966786823574727,0.5000513647720345,1.0000000000000024
fim_pair,fim_lambda0_reference,0011,4,0.0,ZZ_q0q1,ZZII,ZZII,3,-0.008138020833333334,0.0017224943431410097,-0.007185391229308843,0.0017567119136597976,0.05831729946916957,-0.0664553203025029,0.0664553203025029,-0.06550269069847842,0.06550269069847842,0.000952629604024491,-38.58086417939697,-37.28709880609575,0.5000513647720345,1.0000000000000024
