family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,zne_noise_scale,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,1,3,0.7740885416666666,0.009044559888964717,-0.18640544283205576,0.04091521576529856,-0.08559051371955959,0.8596790553862262,0.8596790553862262,-0.10081492911249618,0.10081492911249618
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,3,3,0.7669270833333334,0.019081186054365682,-0.16547146859091655,0.013896828193646585,-0.08559051371955959,0.852517597052893,0.852517597052893,-0.07988095487135696,0.07988095487135696
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,5,3,0.7688802083333334,0.010477524049108778,-0.17217036946230338,0.012708824192105218,-0.08559051371955959,0.854470722052893,0.854470722052893,-0.0865798557427438,0.0865798557427438
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,1,3,0.7669270833333334,0.007508178772572133,-0.1669848857049645,0.02048279753143708,-0.08559051371955959,0.852517597052893,0.852517597052893,-0.08139437198540492,0.08139437198540492
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,3,3,0.7610677083333334,0.011573169814213007,-0.1678198191563623,0.006303567293508452,-0.08559051371955959,0.846658222052893,0.846658222052893,-0.08222930543680271,0.08222930543680271
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,5,3,0.7662760416666666,0.00918407290342831,-0.17973854573868145,0.023750734664021136,-0.08559051371955959,0.8518665553862262,0.8518665553862262,-0.09414803201912186,0.09414803201912186
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,1,3,0.052083333333333336,0.017481408310022855,0.05002531962082621,0.01789459351009144,-0.009859960644553984,0.06194329397788732,0.06194329397788732,0.05988528026538019,0.05988528026538019
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,3,3,0.051432291666666664,0.013453110885268115,0.04957031336490278,0.013678097145870814,-0.009859960644553984,0.06129225231122065,0.06129225231122065,0.05943027400945676,0.05943027400945676
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,5,3,0.028645833333333332,0.02158279225813903,0.026237927699828495,0.022181186162465907,-0.009859960644553984,0.038505793977887316,0.038505793977887316,0.036097888344382476,0.036097888344382476
dla_parity,dla_even_shallow,00000011,6,,YY_q3_q4,IIIYYIII,IIIYYIII,1,3,0.125,0.0189697946410592,0.12321664287520796,0.019283454875550016,-0.009859960644553956,0.13485996064455397,0.13485996064455397,0.13307660351976192,0.13307660351976192
dla_parity,dla_even_shallow,00000011,6,,YY_q3_q4,IIIYYIII,IIIYYIII,3,3,0.08528645833333333,0.01316650287510201,0.08260540664873295,0.013169170230670263,-0.009859960644553956,0.09514641897788728,0.09514641897788728,0.0924653672932869,0.0924653672932869
dla_parity,dla_even_shallow,00000011,6,,YY_q3_q4,IIIYYIII,IIIYYIII,5,3,0.09635416666666667,0.02110620452792621,0.09385540447801094,0.021322535425494244,-0.009859960644553956,0.10621412731122062,0.10621412731122062,0.10371536512256489,0.10371536512256489
