family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,zne_noise_scale,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,1,3,0.7760416666666666,0.013640837786300108,2.94564781828702,2.9666657731519726,-0.11922032245872527,0.8952619891253919,0.8952619891253919,3.0648681407457454,3.0648681407457454
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,3,3,0.8072916666666666,0.016000267874276705,2.3533316316855313,2.818170292964511,-0.11922032245872527,0.9265119891253919,0.9265119891253919,2.4725519541442567,2.4725519541442567
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,5,3,0.787109375,0.01188039556698871,0.9528792392497565,1.2894755484510854,-0.11922032245872527,0.9063296974587253,0.9063296974587253,1.0720995617084816,1.0720995617084816
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,1,3,0.787109375,0.005859375000000001,-0.3586788354038295,2.0132807472418963,-0.1192203224587253,0.9063296974587253,0.9063296974587253,-0.2394585129451042,0.2394585129451042
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,3,3,0.783203125,0.009230108645024626,-0.051795217813783136,4.672737769909933,-0.1192203224587253,0.9024234474587253,0.9024234474587253,0.06742510464494217,0.06742510464494217
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,5,3,0.771484375,0.004510548978043952,-0.5623795818194981,0.6832791321860118,-0.1192203224587253,0.8907046974587253,0.8907046974587253,-0.44315925936077283,0.44315925936077283
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,1,3,0.014973958333333334,0.03003271509028853,0.035988066231468184,0.031589541395042095,-0.07369004508922611,0.08866400342255944,0.08866400342255944,0.1096781113206943,0.1096781113206943
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,3,3,0.07356770833333333,0.015226582765008465,0.058954424645842655,0.007518840185474457,-0.07369004508922611,0.14725775342255942,0.14725775342255942,0.13264446973506877,0.13264446973506877
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,5,3,0.04296875,0.02473101551200857,0.05722813385547362,0.0402339779582877,-0.07369004508922611,0.11665879508922611,0.11665879508922611,0.13091817894469973,0.13091817894469973
dla_parity,dla_even_shallow,000011,6,,YY_q2_q3,IIYYII,IIYYII,1,3,0.08268229166666667,0.005675649666068585,0.08932555320596132,0.007216378339378489,-0.07369004508922614,0.1563723367558928,0.1563723367558928,0.16301559829518747,0.16301559829518747
