family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,zne_noise_scale,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,1,3,0.6432291666666666,0.0028378248330342927,-0.11564270861532128,0.021332308944471516,-0.11922032245872527,0.7624494891253919,0.7624494891253919,0.003577613843403993,0.003577613843403993
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,3,3,0.658203125,0.01014873520059889,-0.11797249710428508,0.01088089094302172,-0.11922032245872527,0.7774234474587253,0.7774234474587253,0.0012478253544401935,0.0012478253544401935
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,5,3,0.63671875,0.019661027175184247,-0.1483387405262984,0.019582897873416563,-0.11922032245872527,0.7559390724587253,0.7559390724587253,-0.02911841806757312,0.02911841806757312
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,1,3,0.6490885416666666,0.009389456446520806,-0.07883153344442308,0.018688469117327026,-0.1192203224587253,0.7683088641253919,0.7683088641253919,0.04038878901430222,0.04038878901430222
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,3,3,0.6360677083333334,0.008758869822313614,-0.11525706669516464,0.006567097282167189,-0.1192203224587253,0.7552880307920586,0.7552880307920586,0.003963255763560658,0.003963255763560658
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,5,3,0.6360677083333334,0.0036248465903841293,-0.09778124017505323,0.012525173240927535,-0.1192203224587253,0.7552880307920586,0.7552880307920586,0.02143908228367207,0.02143908228367207
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,1,3,-0.024088541666666668,0.022814343057207333,-0.02445930462496378,0.023540447857018185,-0.07369004508922611,0.04960150342255944,0.04960150342255944,0.04923074046426233,0.04923074046426233
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,3,3,-0.041666666666666664,0.00959044261891682,-0.04257807212542289,0.010357655337618146,-0.07369004508922611,0.032023378422559444,0.032023378422559444,0.03111197296380322,0.03111197296380322
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,5,3,0.006510416666666667,0.02455903139825523,0.007542035687268823,0.025209818867643324,-0.07369004508922611,0.08020046175589278,0.08020046175589278,0.08123208077649494,0.08123208077649494
dla_parity,dla_even_shallow,000011,6,,YY_q2_q3,IIYYII,IIYYII,1,3,-0.0026041666666666665,0.011407171528603667,-0.0027356305962756254,0.011806264316851785,-0.07369004508922614,0.07108587842255946,0.07108587842255946,0.07095441449295051,0.07095441449295051
