family,label,initial,depth,lambda_fim,basis_setting,pauli_label,observable,noise_scales,scale_expectations,readout_mitigated_scale_expectations,exact_expectation,scale1_expectation,scale1_absolute_deviation,linear_zne_expectation,linear_zne_fit_residual,linear_zne_absolute_deviation,readout_mitigated_linear_zne_expectation,readout_mitigated_linear_zne_fit_residual,readout_mitigated_linear_zne_absolute_deviation,quadratic_zne_expectation,quadratic_zne_fit_residual,quadratic_zne_absolute_deviation,readout_mitigated_quadratic_zne_expectation,readout_mitigated_quadratic_zne_fit_residual,readout_mitigated_quadratic_zne_absolute_deviation
dla_parity,dla_even_shallow,00000011,6,,IIIIIIXX,IIIIIIXX,XX_q6_q7,"1,3,5","0.302083333333,0.315755208333,0.3359375","-0.0525241154088,-0.0252434176775,-0.0396686330734",-0.08559051371955959,0.3020833333333333,0.3876738470528929,0.2925347222222222,0.001534519924449964,0.3781252359417818,-0.048787000471479776,0.009830177995951702,0.03680351324807981,0.2976888020833332,4.5324665183683945e-17,0.38327931580289276,-0.08180418169721874,9.699984664493964e-17,0.003786332022340841
dla_parity,dla_even_shallow,00000011,6,,IIIIIIYY,IIIIIIYY,YY_q6_q7,"1,3,5","0.321614583333,0.349609375,0.318359375","0.0859283038756,0.0720909259472,0.0856166001893",-0.08559051371955959,0.3216145833333333,0.4072050970528929,0.332302517361111,0.01396413131249477,0.41789303108067055,0.08144572110215417,0.006449533247880114,0.16703623482171376,0.2854003906250003,1.975656351854947e-16,0.37099090434455984,0.10310813740370864,8.052306592588048e-17,0.18869865112326822
dla_parity,dla_even_shallow,00000011,6,,IIIXXIII,IIIXXIII,XX_q3_q4,"1,3,5","0.0807291666667,0.0989583333333,0.0911458333333","0.0801008391412,0.0987670501738,0.0910892593323",-0.009859960644553984,0.08072916666666667,0.09058912731122065,0.08246527777777775,0.006138079697799886,0.09232523842233173,0.08174440107245894,0.00620934078956884,0.09160436171701292,0.0618489583333334,9.975288490064194e-17,0.07170891897788738,0.06088873292219787,7.030803788041525e-17,0.07074869356675186
dla_parity,dla_even_shallow,00000011,6,,IIIYYIII,IIIYYIII,YY_q3_q4,"1,3,5","-0.0377604166667,-0.0182291666667,0.0104166666667","-0.0398507936398,-0.0187296417011,0.00986300981612",-0.009859960644553956,-0.037760416666666664,0.027900456022112708,-0.05132378472222221,0.002148327894229961,0.04146382407766826,-0.05352449443355426,0.001761049339192282,0.0436645337890003,-0.04410807291666665,5.3934744709091625e-18,0.03424811227211269,-0.047609557267256235,8.25893569800096e-18,0.037749596622702275
dla_parity,dla_even_shallow,00000011,6,,XXIIIIII,XXIIIIII,XX_q0_q1,"1,3,5","-0.0078125,-0.00651041666667,0.00651041666667","0.0970707863268,0.106894045731,0.0725095914339",-1.876710727233309e-08,-0.0078125,0.007812481232892727,-0.013346354166666663,0.002762135864009952,0.01334633539955939,0.11057903733358068,0.010419858046367993,0.11057905610068795,-0.004069010416666707,3.08533790459635e-17,0.004068991649559434,0.07558126398653772,8.403417834083859e-17,0.075581282753645
dla_parity,dla_even_shallow,00000011,6,,YYIIIIII,YYIIIIII,YY_q0_q1,"1,3,5","-0.0149739583333,0.015625,-0.017578125","0.208877233175,0.198386442554,0.231287127367",-1.8767107333901582e-08,-0.014973958333333334,0.014973939566226,-0.003689236111111118,0.015038295259609735,0.003689217344003784,0.19604284705441147,0.010227468841607152,0.1960428658215188,-0.05419921874999974,2.0911154328301574e-16,0.05419919998289241,0.23039443177271535,5.99588961666477e-17,0.2303944505398227
dla_parity,dla_even_signal,00000011,10,,IIIIIIXX,IIIIIIXX,XX_q6_q7,"1,3,5","0.154296875,0.201822916667,0.188151041667","-0.0335400465559,-0.0365565972932,-0.0030188174865",-0.17534356507607873,0.154296875,0.32964044007607873,0.15603298611111108,0.014424487289829743,0.3313765511871898,-0.04726274224721067,0.008615938336478517,0.12808082282886807,0.10758463541666685,2.1439572758346195e-16,0.2829282004927456,-0.018323897233167578,6.857462320381718e-17,0.15701966784291116
dla_parity,dla_even_signal,00000011,10,,IIIIIIYY,IIIIIIYY,YY_q6_q7,"1,3,5","0.152994791667,0.179036458333,0.128255208333","0.0663909609642,0.0924864985713,0.0987503752252",-0.17534356507607873,0.15299479166666666,0.32833835674274536,0.17198350694444434,0.018107335108509693,0.34732707202052304,0.061606384224425735,0.004674367314079077,0.23694994930050448,0.11116536458333345,2.2662332591841974e-16,0.2865089296594122,0.04590631930310095,5.374844106186573e-17,0.2212498843791797
dla_parity,dla_even_signal,00000011,10,,IIIXXIII,IIIXXIII,XX_q3_q4,"1,3,5","0.0182291666667,0.06640625,0.0169270833333","0.016995997545,0.0670465821555,0.0155691890988",-0.09159719408372885,0.018229166666666668,0.10982636075039552,0.03483072916666665,0.023017798866749595,0.1264279232503955,0.03427402926780688,0.023930373829552463,0.12587122335153572,-0.042480468749999646,2.3292713769547923e-16,0.049116725333729204,-0.04610228638541951,2.9461713321037907e-16,0.04549490769830934
dla_parity,dla_even_signal,00000011,10,,IIIYYIII,IIIYYIII,YY_q3_q4,"1,3,5","0.001953125,-0.0188802083333,-0.0305989583333","0.00306539562946,-0.0196910182279,-0.0321948261804",-0.09159719408372885,0.001953125,0.09355031908372885,0.008572048611111112,0.0021483278942299633,0.10016924269483996,0.01017168343109562,0.002416562386731862,0.10176887751482447,0.015787760416666612,7.054305147576947e-17,0.10738495450039547,0.018288329772483188,4.4756762169143394e-17,0.10988552385621203
