family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,zne_noise_scale,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,1,3,0.7688802083333334,0.012971913310658383,-0.07371650193164543,0.10999350456125938,-0.08559051371955959,0.854470722052893,0.854470722052893,0.011874011787914154,0.011874011787914154
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,3,3,0.7649739583333334,0.008311943577346163,0.012174329714643778,0.15480753096322036,-0.08559051371955959,0.850564472052893,0.850564472052893,0.09776484343420336,0.09776484343420336
dla_parity,dla_even_shallow,00000011,6,,XX_q6_q7,IIIIIIXX,IIIIIIXX,5,3,0.7454427083333334,0.021316022843417843,0.0360589425178777,0.1653625439320504,-0.08559051371955959,0.831033222052893,0.831033222052893,0.12164945623743728,0.12164945623743728
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,1,3,0.7630208333333334,0.026212007993746612,-0.13428278446624495,0.05477590584781772,-0.08559051371955959,0.848611347052893,0.848611347052893,-0.04869227074668536,0.04869227074668536
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,3,3,0.7864583333333334,0.006210541675891574,-0.013106483023175006,0.08686773968009266,-0.08559051371955959,0.872048847052893,0.872048847052893,0.07248403069638458,0.07248403069638458
dla_parity,dla_even_shallow,00000011,6,,YY_q6_q7,IIIIIIYY,IIIIIIYY,5,3,0.7786458333333334,0.005562502438357768,-0.08128432509781396,0.17175145596731856,-0.08559051371955959,0.864236347052893,0.864236347052893,0.00430618862174563,0.00430618862174563
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,1,3,-0.16015625,0.01188039556698871,-0.08674299042580814,0.108785163143189,-0.009859960644553984,-0.150296289355446,0.150296289355446,-0.07688302978125416,0.07688302978125416
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,3,3,-0.13411458333333334,0.005562502438357768,-0.19409723863294914,0.03476307897016137,-0.009859960644553984,-0.12425462268877936,0.12425462268877936,-0.18423727798839515,0.18423727798839515
dla_parity,dla_even_shallow,00000011,6,,XX_q3_q4,IIIXXIII,IIIXXIII,5,3,-0.150390625,0.004915256793796062,-0.14343451064905802,0.046336557457505236,-0.009859960644553984,-0.140530664355446,0.140530664355446,-0.13357455000450402,0.13357455000450402
dla_parity,dla_even_shallow,00000011,6,,YY_q3_q4,IIIYYIII,IIIYYIII,1,3,0.041666666666666664,0.015800339973322395,0.09018004418687568,0.018010739906341514,-0.009859960644553956,0.051526627311220624,0.051526627311220624,0.10004000483142964,0.10004000483142964
