backend,n_observables,mean_absolute_deviation,max_absolute_deviation,readout_mitigated_mean_absolute_deviation,readout_mitigated_max_absolute_deviation
ibm_fez_auto_layout,54,0.15282093077862535,0.47901490766488014,0.1513169450615788,0.4868750566558935
ibm_fez_pinned_full_readout,54,0.14944515917368706,0.4734810534982135,0.19528217448414878,0.9912779304997331
ibm_marrakesh,54,0.12989296537986128,0.5560906424788263,0.12930386230559288,0.5648340543137427
