family,label,initial,depth,lambda_fim,observable,pauli_label,basis_setting,zne_noise_scale,n_repetitions,mean_expectation,stderr_expectation,readout_mitigated_mean_expectation,readout_mitigated_stderr_expectation,exact_expectation,deviation_from_exact,absolute_deviation,readout_mitigated_deviation_from_exact,readout_mitigated_absolute_deviation
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,1,3,0.23893229166666666,0.01874502610532288,0.05254029315825124,0.013021159070885434,-0.11922032245872527,0.3581526141253919,0.3581526141253919,0.1717606156169765,0.1717606156169765
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,3,3,0.2662760416666667,0.01563855748628166,0.06194512075153952,0.01585494739524806,-0.11922032245872527,0.38549636412539195,0.38549636412539195,0.1811654432102648,0.1811654432102648
dla_parity,dla_even_shallow,000011,6,,XX_q4_q5,IIIIXX,IIIIXX,5,3,0.2884114583333333,0.01454316920813065,-0.011503532772265524,0.014881901641047265,-0.11922032245872527,0.4076317807920586,0.4076317807920586,0.10771678968645974,0.10771678968645974
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,1,3,0.2669270833333333,0.022392426460833125,0.09618949995444372,0.021703966004520486,-0.1192203224587253,0.38614740579205864,0.38614740579205864,0.21540982241316903,0.21540982241316903
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,3,3,0.2708333333333333,0.02046384589258035,0.13258177423015668,0.03908185698141318,-0.1192203224587253,0.39005365579205864,0.39005365579205864,0.251802096688882,0.251802096688882
dla_parity,dla_even_shallow,000011,6,,YY_q4_q5,IIIIYY,IIIIYY,5,3,0.2721354166666667,0.010658011421708921,0.11099564099236962,0.025990117104103788,-0.1192203224587253,0.391355739125392,0.391355739125392,0.2302159634510949,0.2302159634510949
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,1,3,-0.029296875,0.010874539771152388,-0.03701562663546822,0.011493756179796017,-0.07369004508922611,0.04439317008922611,0.04439317008922611,0.036674418453757886,0.036674418453757886
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,3,3,-0.029947916666666668,0.022786458333333336,-0.03777148026717901,0.024229708596898804,-0.07369004508922611,0.04374212842255944,0.04374212842255944,0.0359185648220471,0.0359185648220471
dla_parity,dla_even_shallow,000011,6,,XX_q2_q3,IIXXII,IIXXII,5,3,-0.041666666666666664,0.014716998119085046,-0.050138725692458634,0.01487073921800461,-0.07369004508922611,0.032023378422559444,0.032023378422559444,0.023551319396767474,0.023551319396767474
dla_parity,dla_even_shallow,000011,6,,YY_q2_q3,IIYYII,IIYYII,1,3,-0.009114583333333334,0.008758869822313614,-0.007656651602989284,0.009766142173589287,-0.07369004508922614,0.06457546175589281,0.06457546175589281,0.06603339348623685,0.06603339348623685
dla_parity,dla_even_shallow,000011,6,,YY_q2_q3,IIYYII,IIYYII,3,3,0.001953125,0.012404009689620866,0.003262640850117302,0.013107205638384623,-0.07369004508922614,0.07564317008922614,0.07564317008922614,0.07695268593934344,0.07695268593934344
dla_parity,dla_even_shallow,000011,6,,YY_q2_q3,IIYYII,IIYYII,5,3,-0.022135416666666668,0.021991335617258512,-0.021925371745051915,0.02310402195666556,-0.07369004508922614,0.051554628422559465,0.051554628422559465,0.05176467334417422,0.05176467334417422
dla_parity,dla_even_shallow,000011,6,,XX_q0_q1,XXIIII,XXIIII,1,3,-0.068359375,0.017505637577797856,0.09093974322155088,0.007007856622338536,-0.000680407057801318,-0.06767896794219869,0.06767896794219869,0.09162015027935219,0.09162015027935219
dla_parity,dla_even_shallow,000011,6,,XX_q0_q1,XXIIII,XXIIII,3,3,-0.013020833333333334,0.012674428602820174,0.07027922729544382,0.01826696468368387,-0.000680407057801318,-0.012340426275532015,0.012340426275532015,0.07095963435324514,0.07095963435324514
dla_parity,dla_even_shallow,000011,6,,XX_q0_q1,XXIIII,XXIIII,5,3,-0.053385416666666664,0.012057460401987066,0.12006709978743442,0.0038864042983500903,-0.000680407057801318,-0.052705009608865344,0.052705009608865344,0.12074750684523573,0.12074750684523573
dla_parity,dla_even_shallow,000011,6,,YY_q0_q1,YYIIII,YYIIII,1,3,-0.033854166666666664,0.025223138838294946,0.2655055835465981,0.019072182523647254,-0.0006804070578013227,-0.033173759608865344,0.033173759608865344,0.2661859906043994,0.2661859906043994
dla_parity,dla_even_shallow,000011,6,,YY_q0_q1,YYIIII,YYIIII,3,3,-0.011067708333333334,0.020182291666666668,0.22535819233597906,0.00978806977160404,-0.0006804070578013227,-0.010387301275532012,0.010387301275532012,0.22603859939378038,0.22603859939378038
