n_qubits,topology,numeric_topology_label,paper0_source_boundary_schema,omega_profile,disorder_seed,omega_spread,synchronization_onset_K_estimate,K_base,sync_order_ground,entropy,schmidt_gap,spectral_gap,entanglement_spectral_gap,magic_sre_m2,magic_xi_sum,pairing_max,pairing_mean,pairing_topology_correlation,krylov_peak_complexity,krylov_n_lanczos,krylov_mean_b
4,ring,synthetic_control.ring,paper0.topology.source_boundary.v1,disorder_seed_11,11,0.4,0.2,0.5,3.157061940013654e-17,1.163231423918912,0.4987698872447082,0.8162979590068788,0.8162979590068788,0.8956626987660964,8.600003823542686,0.3584820403162428,0.3160263318075207,0.991498183137763,2.6893895755949657,5,2.0944111334092104
4,ring,synthetic_control.ring,paper0.topology.source_boundary.v1,disorder_seed_11,11,0.4,0.2,1.0,4.984506780066365e-17,1.192127591707399,0.4955369742158697,1.6504960929942643,1.6504960929942643,0.8469529058950983,8.895323626745753,0.354836365797371,0.3183134800594038,0.9994813367138332,3.7776584003603744,5,4.1311991223887095
