backend,job_id,depth,sector,initial,rep,raw_parity_leakage,mitigated_parity_leakage,delta_mitigated_minus_raw
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,14,odd,0001,9,0.17041015625,0.14411278020702856,-0.026297376042971443
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,14,odd,0001,10,0.1669921875,0.1404158677716219,-0.026576319728378095
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,14,odd,0001,11,0.181640625,0.1562724471991559,-0.025368177800844105
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,0,0.19873046875,0.17875913580680627,-0.019971332943193726
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,1,0.193359375,0.17336408745752682,-0.019995287542473178
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,2,0.199462890625,0.17990270808851508,-0.01956018253648492
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,3,0.207275390625,0.18804080424494057,-0.019234586380059426
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,4,0.189453125,0.16921974627981423,-0.02023337872018577
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,5,0.18896484375,0.1681722731374704,-0.020792570612529593
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,6,0.201416015625,0.1817113332507314,-0.01970468237426859
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,7,0.199951171875,0.18041251887810855,-0.019538652996891448
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,8,0.209716796875,0.19087728620300834,-0.01883951067199166
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,9,0.210693359375,0.1915948121991597,-0.019098547175840308
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,10,0.19775390625,0.17756819894506287,-0.02018570730493713
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,even,0011,11,0.1884765625,0.16779850434755295,-0.020678058152447054
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,0,0.207275390625,0.18978616275768023,-0.017489227867319768
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,1,0.21484375,0.19767604112387643,-0.017167708876123566
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,2,0.202392578125,0.18459507042902068,-0.01779750769597932
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,3,0.212646484375,0.19548564581550343,-0.017160838559496572
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,4,0.219482421875,0.2029263733868999,-0.016556048488100106
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,5,0.20703125,0.1896677762845301,-0.017363473715469896
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,6,0.20556640625,0.18809087175014325,-0.017475534499856754
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,7,0.199462890625,0.18149237159588577,-0.01797051902911423
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,8,0.19873046875,0.18065222118462865,-0.018078247565371353
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,9,0.199951171875,0.18210577234533293,-0.017845399529667072
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,10,0.20166015625,0.18399380008895927,-0.01766635616104073
ibm_marrakesh,ibm-run-63e0a1af74a38c9c,20,odd,0001,11,0.20166015625,0.18390209740303667,-0.017758058846963326
