layout_id,physical_qubits,readout_error_mean,two_qubit_error_mean,mean_parity_leakage,mean_initial_state_retention,original_contrast_mean,layout_spread_reference
L1,"1,2,3,4",0.006927490234375,,0.1592620849609375,0.107269287109375,-0.02386474609375,0.142852783203125
L2,"2,3,4,5",0.006439208984375,,0.20825958251953125,0.10916748046875,0.0375823974609375,0.142852783203125
L3,"3,4,5,6",0.005615234375,,0.14731292724609374,0.12739410400390624,0.005218505859375,0.142852783203125
