ansatz,best_energy,best_relative_error_pct,lambda_fim,mean_energy,mean_relative_error_pct,median_relative_error_pct,n_qubits,n_seeds,reps
efficient_su2,-6.23410713851095,1.0930169996676298,0.0,-5.82888673146749,7.5220255201096435,7.7080628111938125,4,3,2
efficient_su2,-9.873877878912676,4.165021072380128,1.0,-9.45643276883389,8.216706116336127,7.22800805370264,4,3,2
efficient_su2,-21.11887372264098,5.309269055100301,4.0,-19.233462601143103,13.762890189018952,9.049520022029666,4,3,2
knm_informed,-6.291828160693566,0.17724637960391973,0.0,-6.272529543592455,0.4834278344843004,0.3723541526369558,4,3,2
knm_informed,-10.286687515901395,0.15832751721445937,1.0,-10.206611282556016,0.9355403032513341,0.412677645528633,4,3,2
knm_informed,-22.150318521795292,0.6845782101273775,4.0,-22.009808832576592,1.3145817487486375,0.8477363403679118,4,3,2
two_local,-6.055055135211362,3.9337595555868377,0.0,-5.916219713823184,6.136447503995202,7.1636833465627925,4,3,2
two_local,-9.34394016847566,9.308549272292932,1.0,-9.04799405722914,12.180975859175584,11.236328998027979,4,3,2
two_local,-21.211836445936115,4.892451930520048,4.0,-20.290671984395207,9.022678633389198,9.155109111276827,4,3,2
